geolocation_city,geolocation_state,jumlah_customer,geolocation_lat,geolocation_lng
borda da mata,MG,6,-22.262584130235286,-46.1711239405763
bom principio,RS,6,-29.48062917723207,-51.35923183710607
hidrolandia,CE,6,-10.68569126967189,-44.81642890756979
assai,PR,6,-23.37545128088151,-50.84580510209073
nazare paulista,SP,6,-23.17365980834384,-46.39950999120283
cosmorama,SP,6,-20.480037106637017,-49.77624322252799
astorga,PR,6,-23.236673429298893,-51.6679338722843
iacanga,SP,6,-21.892163263400608,-49.02157232007048
tres cachoeiras,RS,6,-29.45367401984629,-49.92164780810167
tres coroas,RS,6,-29.511355583933106,-50.78115073787274
ubaira,BA,6,-13.26683726311938,-39.667643041727764
bofete,SP,6,-23.11060228608734,-48.262470448819585
canavieiras,BA,6,-15.673596172003466,-38.949304954144246
primeiro de maio,PR,6,-22.853646931554483,-51.027312904521914
california da barra,RJ,6,-21.51765512409707,-43.85246285090664
camacan,BA,6,-15.414350130540774,-39.49559371209775
espinosa,MG,6,-14.923654164790463,-42.81309249025588
orizona,GO,6,-17.032172054328477,-48.30001770873917
oeiras,PI,6,-7.015859272902651,-42.1265255109234
santa rita,PB,6,-6.470100681662074,-36.52849705080478
santa rita de caldas,MG,6,-22.049997436853925,-46.329107255186784
boa esperanca,ES,6,-20.188397322064866,-46.29191606519286
porto real,RJ,6,-22.427801854013033,-44.30627265296702
palmeira doeste,SP,6,-20.415904962736956,-50.7621543967218
benedito novo,SC,6,-26.78186783336413,-49.377719976799675
barreiros,PE,6,-8.814489427567528,-35.196763396960684
bicas,MG,6,-21.718907282263547,-43.065123888195494
rio novo do sul,ES,6,-20.860485103348744,-40.93526011608743
ronda alta,RS,6,-27.78222223380718,-52.806500480230916
rio largo,AL,6,-9.497191293262231,-35.83329662981412
campos de julio,MT,6,-13.723170179440894,-59.25834528253074
fernando prestes,SP,6,-21.267134804144064,-48.686678524301236
fronteira,MG,6,-20.279454990887864,-49.20255148137911
novo cruzeiro,MG,6,-17.460076462397126,-41.88544113747723
amambai,MS,6,-23.091896511618213,-55.22776222689038
itapejara doeste,PR,6,-25.966077491144876,-52.82023637693803
itariri,SP,6,-24.290642394425944,-47.164350224471185
comodoro,MT,6,-13.658483691777999,-59.78450051842194
conceicao da aparecida,MG,6,-21.09647363693938,-46.20443258590877
rio pardo,RS,6,-29.979842964719428,-52.37472734544019
rio pomba,MG,6,-21.27141666979365,-43.17867116209081
coribe,BA,6,-13.825204329206679,-44.453887836460595
barbalha,CE,6,-7.310555661406291,-39.30173021019368
barra da estiva,BA,6,-13.627303617775587,-41.32764243619517
sananduva,RS,6,-27.950143156090746,-51.80988631728817
regeneracao,PI,6,-6.228167487451327,-42.689498240483935
sao jose do calcado,ES,6,-21.02027868005079,-41.65312810451595
sabinopolis,MG,6,-18.667247149650564,-43.08180257232812
itobi,SP,6,-21.733102461683774,-46.97227007969109
itapura,SP,6,-20.642143928149284,-51.50761092194381
campinas do sul,RS,6,-27.71786642064481,-52.62398227507844
mata verde,MG,6,-15.690291833040085,-40.73844595333425
abre campo,MG,6,-20.294280906968602,-42.47372065361559
firminopolis,GO,5,-16.579554212323874,-50.30572061487165
martins soares,MG,5,-20.25731159513661,-41.87310733510026
matupa,MT,5,-10.144574145793701,-54.8697929592983
sales,SP,5,-21.342211165541023,-49.499887625923535
remanso,BA,5,-9.620891468311969,-42.08147291322284
ze doca,MA,5,-3.2762848140617855,-45.65490543154854
alexania,GO,5,-16.08407742651032,-48.506772764634135
capanema,PA,5,-6.0896717441100385,-48.50555166461067
campos gerais,MG,5,-21.23678866810368,-45.75998487562615
itauba,MT,5,-11.008064132928315,-55.24365918960272
itau de minas,MG,5,-20.74428836520151,-46.75138057010448
cacapava do sul,RS,5,-30.513795368962736,-53.489209202342934
tarabai,SP,5,-22.30449012443575,-51.55827751528551
alto parnaiba,MA,5,-9.123470479520625,-45.94508688654757
viana,MA,5,-18.469205153889742,-40.94983921427797
floresta,PR,5,-15.337388215010446,-47.152676643833615
floresta,PE,5,-15.337388215010447,-47.152676643833615
nucleo bandeirante,DF,5,-15.862816772712495,-47.95591795285163
novo progresso,PA,5,-7.093480792948907,-55.40306116634601
miguel calmon,BA,5,-11.430232476786514,-40.59743564218764
piritiba,BA,5,-11.73075405938191,-40.55525167902206
porteirinha,MG,5,-15.742828130781309,-43.028069642155806
marechal floriano,ES,5,-20.415508811333915,-40.689012695583465
capim grosso,BA,5,-11.378158125172405,-40.011743516584225
taguatinga,DF,5,-14.982093899517448,-47.64174503417269
taiuva,SP,5,-21.12467337567158,-48.448628768247815
pedra azul,MG,5,-15.994741731063716,-41.27255704695075
buenopolis,MG,5,-17.874671637787852,-44.170437276665034
jacupiranga,SP,5,-24.701831240017185,-48.00518422912897
maragogi,AL,5,-9.007675987232085,-35.220048242659786
sao miguel do guama,PA,5,-1.6121134438487104,-47.48467203035956
general carneiro,PR,5,-21.056030895283495,-52.075514070280235
eugenopolis,MG,5,-21.097884822557152,-42.18385185406441
euclides da cunha,BA,5,-10.506647781847288,-39.01178236135266
vazante,MG,5,-17.987237146966546,-46.903807574561974
alvorada,TO,5,-28.554776660298618,-50.64761285183446
capivari de baixo,SC,5,-28.443636588435936,-48.95654041508624
capitolio,MG,5,-20.61655651835597,-46.04625014233613
capitao leonidas marques,PR,5,-25.486282685599935,-53.602481090649256
santo antonio do jardim,SP,5,-22.116303660811024,-46.684397924054096
jaiba,MG,5,-15.340799938290758,-43.67233213795233
ocaucu,SP,5,-22.43978584339526,-49.920418157041055
nova vicosa,BA,5,-17.89240409086551,-39.61766430349539
nova santa rita,RS,5,-18.96766168008821,-46.66120527416426
anita garibaldi,SC,5,-27.68725075745875,-51.12836796676873
porto firme,MG,5,-20.66281127489486,-43.068796325750284
jaguaribe,CE,5,-5.900561085325373,-38.63736600115672
carapebus,RJ,5,-22.19068358078699,-41.65744656238283
tabira,PE,5,-7.590727896323007,-37.53988021706025
tabatinga,SP,5,-12.986230353704368,-59.310272874771826
surubim,PE,5,-7.841478546195655,-35.75945003965524
itapagipe,MG,5,-19.901026410081517,-49.36882034374337
pecanha,MG,5,-18.545586065437625,-42.56117021133504
peabiru,PR,5,-23.91624467444983,-52.34483820131129
pedro canario,ES,5,-18.293163679149735,-39.95858510869711
japura,PR,5,-12.676242817667406,-59.77724498069489
cansancao,BA,5,-10.669392366727326,-39.49764755503931
sooretama,ES,5,-19.189127770488813,-40.10086124895696
soledade de minas,MG,5,-22.056337273273794,-45.04408568268843
soledade,RS,5,-17.943149632590796,-44.4363691886838
estiva gerbi,SP,5,-22.274617698782976,-46.952843895583676
estacao,RS,5,-27.91410184140809,-52.258782068812856
orindiuva,SP,5,-20.185267431091138,-49.35290379035787
andorinha,BA,5,-10.344702161161972,-39.83061876266924
brauna,SP,5,-21.504276023714116,-50.32234439497585
carmopolis de minas,MG,5,-20.539189819213494,-44.636222574200794
sud mennucci,SP,5,-20.689439238370312,-50.923232206352566
santo estevao,BA,5,-12.434211527953881,-39.25306257497131
terra de areia,RS,5,-29.579703310597797,-50.06461094862101
moreno,PE,5,-8.117514384880712,-35.110601358453785
presidente olegario,MG,5,-18.41249436044673,-46.416960003175426
catas altas,MG,5,-20.07559272673594,-43.4075666503638
queimadas,PB,5,-9.169735176612852,-37.763172128926
quatro bocas,PA,5,-2.584963132258858,-49.12518472623518
quatis,RJ,5,-22.41020478081948,-44.26093616260851
quatigua,PR,5,-23.567443775857694,-49.91405971164784
iraquara,BA,5,-12.246594899548208,-41.60307066374758
sao bento do una,PE,5,-8.522807356177072,-36.44538808628628
ourilandia do norte,PA,5,-6.783329340091706,-51.08162715259289
otacilio costa,SC,5,-27.498995619501198,-50.11624713130414
utinga,BA,5,-12.080262780117183,-41.09561826538264
paranoa,DF,5,-15.773413926887454,-47.77853600318313
cassilandia,MS,5,-19.10865503041217,-51.75750386596614
cascavel,CE,5,-23.911694798803044,-52.697402998999145
rio casca,MG,5,-20.222521274073973,-42.649171158676076
perdigao,MG,5,-19.99851419935946,-45.0497232685903
bituruna,PR,5,-26.159429770563207,-51.54775703701614
jaru,RO,5,-10.436959998460997,-62.47324970516088
macaiba,RN,5,-5.856764960499751,-35.3510243299243
sao sebastiao do passe,BA,5,-12.499831163064316,-38.752984111986265
elias fausto,SP,5,-23.040633329662644,-47.37164861406023
guaraniacu,PR,5,-25.100336231545356,-52.868746178176
guabiruba,SC,5,-27.08859875159925,-48.97959805947018
granja,CE,5,-3.1306389318396124,-40.84321613776741
luiz alves,SC,5,-26.772537733083112,-48.96322224567099
vargem bonita,SC,5,-23.658275862589015,-49.06232699872223
vargem alta,ES,5,-20.644842999268594,-41.00717001967552
mandaguacu,PR,5,-23.34495591219923,-52.09904825765634
roseira,SP,5,-22.898929252238354,-45.30439111476588
sobradinho,BA,5,-17.578230038735207,-47.3716029863565
sirinhaem,PE,5,-8.59544613525137,-35.11252611313764
colombia,SP,5,-20.180862628870056,-48.687257113900706
ipumirim,SC,5,-27.075329065215705,-52.136377847019006
severinia,SP,5,-20.80877790459578,-48.807385189974895
paracuru,CE,5,-3.420717630729123,-39.0353693374114
panorama,SP,5,-21.36187313887081,-51.856902822459254
cidreira,RS,5,-30.18117266209681,-50.21367392192425
cidade gaucha,PR,5,-23.382615855671663,-52.94086174613473
sao roque do canaa,ES,5,-19.73930434519547,-40.66322894308199
sao romao,MG,5,-16.366192832134864,-45.07195302725983
divinolandia de minas,MG,5,-18.79752831788695,-42.606563575139056
custodia,PE,5,-8.089040071950775,-37.64423184729449
guarei,SP,5,-23.37043312563561,-48.18287212973659
ribeirao do pinhal,PR,5,-23.40951041754561,-50.35787677226499
ribeirao claro,PR,5,-23.196538915281,-49.757928908051824
ariranha,SP,5,-21.189588340616634,-48.78771758700769
macau,RN,5,-5.114363937006375,-36.631856050797694
sao carlos,SC,5,-22.31325038154916,-48.19293823611768
bocaina,SP,5,-14.543815521858052,-44.925025304995216
torrinha,SP,5,-22.43145412941161,-48.16996617407241
bonito,PE,5,-10.73286009250702,-45.19850324441047
juara,MT,5,-11.238039550036406,-57.51688146166099
jeceaba,MG,5,-20.537866120241542,-43.98279310089686
jauru,MT,5,-15.339703372981825,-58.87232583331276
tres fronteiras,SP,5,-20.235805436783547,-50.88976382630348
tres barras,SC,5,-26.123049389364333,-50.316187299288124
toritama,PE,5,-8.005955191855476,-36.0586790310908
tombos,MG,5,-20.47180698606614,-43.08774473424522
rafard,SP,5,-23.017863885236956,-47.5287510906979
guaranta,SP,5,-21.894657525052196,-49.589140124912454
arcoverde,PE,5,-8.419305954246699,-37.05809239826357
araujos,MG,5,-19.94457443092869,-45.16634204091043
arapora,MG,5,-18.433333661235245,-49.18509131929479
miracatu,SP,5,-24.27876853096373,-47.44974510482228
bataguassu,MS,5,-21.7156472573933,-52.4226853668222
rio pardo de minas,MG,5,-15.61783433207533,-42.54211546980239
igarata,SP,5,-23.20504089340484,-46.153200257829695
jesuania,MG,5,-22.00120050686708,-45.288464368178694
laurentino,SC,5,-27.221224290121654,-49.731481761265776
arroio do sal,RS,5,-29.5409423986955,-49.88526690603356
pinheiro machado,RS,5,-31.578575056364723,-53.38246136866199
santa cruz cabralia,BA,5,-16.250370224211835,-39.04155025154749
lima duarte,MG,5,-21.841835048420986,-43.80181626080042
dom feliciano,RS,5,-30.703912546286055,-52.10802162884412
dom eliseu,PA,5,-4.289137525194669,-47.568081009372996
belo oriente,MG,5,-19.234384415578205,-42.47992168232194
jordania,MG,5,-15.89509051958135,-40.18811177569545
conquista,MG,5,-19.932894734007487,-47.55206053235131
conceicao do rio verde,MG,5,-21.88247079465772,-45.08737826639442
paramirim,BA,5,-13.453317809538081,-42.23950486413497
inacio martins,PR,5,-25.57805435780927,-51.08117606039539
barra do ribeiro,RS,5,-30.298293740430672,-51.30898296329026
juruaia,MG,5,-21.252993786542923,-46.578964851582064
santa quiteria,CE,5,-4.3343298086532185,-40.15409036221202
diamante do norte,PR,5,-22.65891497732938,-52.86448993041049
horizonte,CE,5,-4.10198669486758,-38.49193181255905
holambra ii,SP,5,-22.994218604184134,-47.5914471384281
sao tiago,MG,5,-20.91317647176355,-44.511150895897885
sarandi,RS,5,-24.007348120562284,-52.00497639140972
guaranta do norte,MT,5,-9.948276680421024,-54.9012704789378
pacatuba,CE,5,-4.6619273755547725,-38.388624632471284
serra dos aimores,MG,5,-17.78190690626713,-40.244847239146296
trombudo central,SC,5,-27.30442550249952,-49.79617447830575
lagoa dourada,MG,5,-20.919287654113624,-44.06779162363379
monte belo,MG,5,-21.325337015065983,-46.36803921930899
monte azul,MG,5,-15.152585076654926,-42.87098092596081
palmitos,SC,5,-27.071407007773114,-53.16244490181557
conceicao do castelo,ES,5,-20.361225210844665,-41.24983376040059
rio azul,PR,5,-25.72663590916727,-50.7900497215227
porto xavier,RS,5,-27.90680205449298,-55.1390737732943
cruzeiro,DF,5,-22.086984870432662,-45.17108481349327
ibicarai,BA,5,-14.864971995351363,-39.59078746382383
nova mutum,MT,5,-13.81190941318278,-56.08321769268831
bananeiras,PB,5,-6.748088778361755,-35.63143101928754
livramento de nossa senhora,BA,5,-13.670531405245123,-41.871127644748356
ibirarema,SP,5,-22.81366708036613,-50.07278787064314
iepe,SP,5,-22.660352151128926,-51.07532266006208
iconha,ES,5,-20.78929879189499,-40.813398471593935
sao goncalo do amarante,CE,5,-5.282998246555868,-36.108461508343076
senges,PR,5,-24.113671239664153,-49.4639594393949
prado,BA,5,-17.328471244047822,-39.22480143405699
santa isabel do para,PA,5,-1.3011382425123206,-48.15659943117272
lagoa da confusao,TO,5,-10.795330297168547,-49.627226639839506
lago da pedra,MA,5,-4.565356629061708,-45.12939734093834
ladario,MS,5,-19.00927433638438,-57.603794800515416
santa fe,PR,5,-23.039628461153626,-51.81076125677053
santa luzia,PB,5,-19.19765359576483,-43.87060108914837
sapucaia,RJ,5,-16.262501037750855,-44.938060475087696
sao francisco de paula,RS,5,-24.95500419664222,-47.78067282466955
icapui,CE,5,-4.702908441503046,-37.374120813391684
balsamo,SP,5,-20.73716391788846,-49.58219749414946
una,BA,5,-15.288028397291361,-39.0791589222631
fundao,ES,5,-19.944160220015554,-40.38449895378412
campos altos,MG,5,-19.69675757095511,-46.169855128235056
paulo de faria,SP,5,-20.031912284089135,-49.40546507066173
rio manso,MG,5,-20.344399678539148,-44.37398690880413
caldas,MG,5,-21.91385284576575,-46.39241187788379
cambuquira,MG,5,-21.85432094379683,-45.29722726782118
sao miguel do araguaia,GO,5,-13.256779394108104,-50.16379772927348
frei inocencio,MG,5,-18.557139693388137,-41.90865871570033
garuva,SC,5,-26.03460238028391,-48.85354111529444
sao jose do ouro,RS,5,-27.84465049601447,-51.57643492457602
alto araguaia,MT,5,-17.31726008132973,-53.223327746417894
altos,PI,5,-5.037933605097157,-42.45957464672137
mendes pimentel,MG,5,-18.659970826739325,-41.40437128121699
adolfo,SP,5,-21.234456456293216,-49.64271564526813
aguas formosas,MG,5,-17.082201270979507,-40.93919981216429
pombal,PB,5,-6.7675469145337415,-37.79582970815996
volta grande,MG,4,-21.77253289303408,-42.53759758914453
pongai,SP,4,-21.737106980100833,-49.3581019226654
mendonca,SP,4,-21.4776416211639,-46.467315753599394
merces,MG,4,-21.197009034368783,-43.343187965687314
altinopolis,SP,4,-21.02118500746342,-47.37739709707741
feira nova,PE,4,-9.10585226291659,-36.34868405685076
aiuruoca,MG,4,-21.978848424131765,-44.60576945448214
munhoz,MG,4,-22.61384923072915,-46.3625578974145
munhoz de melo,PR,4,-23.148268304523533,-51.774096846514354
morretes,PR,4,-25.482183572886715,-48.82919131856336
paulo frontin,PR,4,-26.047812754242283,-50.81148910425042
cameta,PA,4,-2.2506345490931,-49.49773502092509
florida paulista,SP,4,-21.614401792889335,-51.171722502040666
sao jose do cedro,SC,4,-26.454414197309,-53.50307871890679
sao jose do egito,PE,4,-7.58660639733172,-37.46428191716004
morrinhos,CE,4,-10.487471047635148,-44.61155775522341
tarumirim,MG,4,-19.285073278116073,-42.00388859625823
alto rio doce,MG,4,-21.023159198844187,-43.41263491879728
mario campos,MG,4,-20.058159043126047,-44.178587125845986
minas novas,MG,4,-17.22409325173999,-42.585292129283744
fatima do sul,MS,4,-22.378064313728373,-54.50924004692693
riachao do jacuipe,BA,4,-11.807900364528223,-39.38316511392188
maristela,SP,4,-23.03876670092714,-47.89387609159676
santo antonio do amparo,MG,4,-20.902677288193253,-44.896898845477345
itapeva,MG,4,-23.8951313183097,-48.69098005690922
itaperucu,PR,4,-25.213256266447722,-49.35231918774444
itapemirim,ES,4,-20.94924974603446,-40.807786824486705
itapecuru mirim,MA,4,-3.3903296903605975,-44.36667194900004
tanhacu,BA,4,-14.059502295365316,-41.23499741666952
tailandia,PA,4,-2.940026352505239,-48.94519285295624
presidente tancredo neves,BA,4,-13.446819962486437,-39.42750988352717
rio bananal,ES,4,-19.262419468912956,-40.325324580425026
nova fatima,PR,4,-17.521016021694482,-45.0959919836214
iacu,BA,4,-12.771217629932794,-40.2098717811214
ibiraci,MG,4,-20.46391948054387,-47.12569004208968
saudades,SC,4,-26.925367596689007,-53.00431264626756
saudade do iguacu,PR,4,-25.69432331065044,-52.61883750606225
pilao arcado,BA,4,-9.996898033622134,-42.48536810560051
corupa,SC,4,-26.431977472068905,-49.2476145658104
corumbaiba,GO,4,-18.142259580605526,-48.563532333024504
iaciara,GO,4,-14.100739692965762,-46.634243522419354
humaita,AM,4,-17.54028607203156,-58.49494111977246
ubaitaba,BA,4,-14.31160550780154,-39.31843790091815
uibai,BA,4,-11.32715558541232,-42.134607999604725
ascurra,SC,4,-26.95718708184798,-49.37627016510524
palma,MG,4,-21.37586629145424,-42.31567440074626
cruzilia,MG,4,-21.839318825546265,-44.81059555541973
juti,MS,4,-22.85947088281792,-54.60402933559914
conceicao das pedras,MG,4,-22.157943002604156,-45.45206425290832
serra do ramalho,BA,4,-13.524336387693962,-43.607441325570896
ilha de itamaraca,PE,4,-7.757660338211557,-34.833207630287696
ilha comprida,SP,4,-24.747920440490358,-47.556163577110816
iguatama,MG,4,-20.172208868562752,-45.71208159060175
tucuma,PA,4,-6.753170427393504,-51.15678991508582
trindade,PE,4,-16.007858912909423,-48.80474765233077
barro,CE,4,-7.1739467925333615,-38.778493096718
lagoa grande,MG,4,-13.419782541337998,-43.39080115656685
praia grande,SC,4,-24.07014750408159,-46.38098754151025
congonhal,MG,4,-21.865404185877193,-45.65082349975035
condor,RS,4,-28.20732212632177,-53.484839056818565
condado,PE,4,-7.247831723583204,-36.35267533480362
corrente,PI,4,-10.423992727693284,-45.16533523829482
rio bonito do iguacu,PR,4,-25.499282631757886,-52.52485641291198
monte alegre do sul,SP,4,-22.698918169851417,-46.84649616728969
conceicao dos ouros,MG,4,-22.413907561211314,-45.79647035713199
indianopolis,PR,4,-21.25811635361581,-50.307894568574625
bela cruz,CE,4,-3.056024276098674,-40.171418039839054
santa mariana,PR,4,-23.147377768567665,-50.51898205113304
cruzeiro do sul,RS,4,-20.03383923102571,-58.9413566826834
